basin_id,basin_name,glu_name
55,Adriatic_Sea_Greece_Black_Sea_Coast,AdrBlkSea
171,Africa_East_Central_Coast,AfrCstE
190,Africa_Indian_Ocean_Coast,AfrCstSE
144,Africa_North_Interior,AfrIntN
86,Africa_North_West_Coast,AfrCstNW
100,Africa_Red_Sea_Gulf_of_Aden_Coast,AfrCstNE
197,Africa_South_Interior,AfrIntS
142,Africa_West_Coast,AfrCstW
168,Amazon,AmazonR
58,Amu_Darya,AmuDaryaR
43,Amur,AmurR
141,Andaman_Nicobar_Islands,AdnNicIsl
182,Angola_Coast,AngolaCst
216,Antarctica,Antarctica
94,Arabian_Peninsula,ArabianP
104,Arabian_Sea_Coast,ArabianSea
1,Arctic_Ocean_Islands,ArcticIsl
224,Arkansas_White_Red_Basin,ArkWhtRedR
19,Atlantic_Ocean_Seaboard,CanAtl
189,Australia_East_Coast,AusCstE
193,Australia_Interior,AusInt
184,Australia_North_Coast,AusCstN
202,Australia_South_Coast,AusCstS
191,Australia_West_Coast,AusCstW
91,Baja_California,MexBaja
20,Baltic_Sea_Coast,BalticSea
116,Bay_of_Bengal_North_East_Coast,BengalBay
47,Black_Sea_North_Coast,BlackSeaN
70,Black_Sea_South_Coast,BlackSeaS
66,Bo_Hai_Korean_Bay_North_Coast,BoHai
120,Brahamani,BrahmaniR
217,California_River_Basin,California
101,Caribbean,Caribbean
143,Caribbean_Coast,SAmerCstN
45,Caspian_Sea_Coast,CaspianNE
52,Caspian_Sea_East_Coast,CaspianE
72,Caspian_Sea_South_West_Coast,CaspianSW
153,Cauvery,CauveryR
82,Central_Iran,Iran
214,Central_Patagonia_Highlands,Patagonia
146,Chao_Phraya,ChaoPhrR
78,China_Coast,ChinaCst
34,Churchill,ChurchillR
157,Colombia_Ecuador_Pacific_Coast,ColEcuaCst
183,Congo,CongoR
54,Danube,DanubeR
25,Daugava,DaugavaR
95,Dead_Sea,DeadSea
21,Denmark_Germany_Coast,DnkGrmCst
39,Dnieper,DnieperR
49,Dniester,DniesterR
53,Don,DonR
74,Douro,DouroR
186,East_Brazil_South_Atlantic_Coast,BrzCstE
99,Eastern_Jordan_Syria,EJrdnSyr
73,Ebro,EbroR
31,Elbe,ElbeR
28,Ems_Weser,EmsWeserR
26,England_and_Wales,EngWales
90,Farahrud,FarahrudR
13,Finland,Finland
181,Fly,FlyR
61,France_South_Coast,FranceCstS
41,France_West_Coast,FranceCstW
27,Fraser,FraserR
110,Ganges_Bramaputra,GangesR
64,Gironde,Gironde
42,Gobi_Interior,Gobi
123,Godavari,GodavariR
222,Great_Basin,GreatBasin
227,Great_Lakes_Basin,GreatLakes
133,Grijalva_Usumacinta,GrijUsuR
83,Guadalquivir,GuadalqR
81,Guadiana,GuadianaR
162,Gulf_of_Guinea,GuineaGulf
148,Gulf_of_Thailand_Coast,ThaiGulf
124,Hainan,Hainan
102,HamuniMashkel,HamuMashR
234,Hawaii,Hawaii
97,Helmand,Helmand
109,Hong_(Red_River),Hong
79,Huang_He,HuangHeR
15,Hudson_Bay_Coast,HudsonBay
11,Iceland,Iceland
145,India_East_Coast,IndCstE
128,India_North_East_Coast,IndCstNE
155,India_South_Coast,IndCstS
129,India_West_Coast,IndCstW
89,Indus,IndusR
24,Ireland,Ireland
167,Irian_Jaya_Coast,IrianJaya
137,Irrawaddy,IrrawaddyR
136,Isthmus_of_Tehuantepec,Tehuantpc
50,Italy_East_Coast,ItalyCstE
59,Italy_West_Coast,ItalyCstW
51,Japan,Japan
175,Java_Timor,JavaTimor
165,Kalimantan,Kalimantan
5,Kara_Sea_Coast,KaraSea
140,Krishna,KrishnaR
206,La_Plata,RioLaPlata
200,La_Puna_Region,LaPuna
68,Lake_Balkash,LBalkash
151,Lake_Chad,LChad
6,Lena,LenaR
199,Limpopo,LimpopoR
44,Loire,LoireR
221,Lower_Colorado_River_Basin,UsaColoRS
219,Lower_Mississippi_River_Basin,MissppRS
10,Mackenzie,Mackenzie
177,Madasgacar,Madasgacar
166,Magdalena,MagdalenaR
122,Mahandi,MahanadiR
113,Mahi,MahiR
203,Mar_Chiquita,MarChiq
75,Mediterranean_Sea_East_Coast,MeditE
63,Mediterranean_Sea_Islands,MeditIsl
80,Mediterranean_South_Coast,MeditS
125,Mekong,Mekong
114,Mexico_Interior,MexInt
96,Mexico_Northwest_Coast,MexCstNW
150,Micronesia,Micronesia
233,Mid_Atlantic_Basin,UsaCstE
223,Missouri_River_Basin,MissouriR
208,Murray_Darling,MurrayDrlg
196,Namibia_Coast,AfrCstSW
235,Narmada,NarmadaR
22,Narva,NarvaR
213,Negro,NegroR
35,Neman,NemanR
17,Neva,NevaR
232,New_England_Basin,UsaCstNE
201,New_Zealand,NewZealand
149,Niger,NigerR
87,Nile,NileR
65,North_and_South_Korea,Korea
210,North_Argentina_South_Atlantic_Coast,ArgCstN
159,North_Borneo_Coast,BorneoCstN
172,North_Brazil_South_Atlantic_Coast,BrzCstN
207,North_Chile_Pacific_Coast,ChileCstN
105,North_Gulf,MexGulf
121,North_Marina_Islands_and_Guam,Guam
161,Northeast_South_America_South_Atlantic_Coast,SAmerCstNE
14,Northern_Dvina,DvinaRN
2,Northwest_Territories,NWTerr
56,Ob,ObR
29,Oder,OderR
228,Ohio_River_Basin,OhioR
194,Orange,OrangeR
156,Orinoco,OrinocoR
7,Pacific_and_Arctic_Coast,PacArctic
115,Pacific_Central_Coast,MexCstW
229,Pacific_Northwest_Basin,UsaPacNW
158,Palau_and_East_Indonesia,IdnE
209,Pampas_Region,Pampas
130,Papaloapan,Papaloapan
173,Papua_New_Guinea_Coast,PapuaCst
187,Parnaiba,ParnaibaR
139,Peninsula_Malaysia,MalaysiaP
147,Pennar,PennarR
88,Persian_Gulf_Coast,PersianGulf
180,Peru_Pacific_Coast,PeruCst
119,Philippines,Phlppns
92,Plateau_of_Tibet_Interior,Tibet
57,Po,PoR
33,Poland_Coast,PolandCst
93,Red_Sea_East_Coast,RedSeaE
134,Rio_Balsas,RioBalsas
131,Rio_Lerma,RioLerma
132,Rio_Verde,RioVerde
62,Rhone,RhoneR
32,Rhine,RhineR
179,Rift_Valley,RiftValley
231,Rio_Grande_River_Basin,RioGrande
9,Russia_Barents_Sea_Coast,BarentsSea
37,Russia_South_East_Coast,RusCstSE
107,Sabarmati,SabarmatiR
205,Salinas_Grandes,Salinas
127,Salween,Salween
192,Sao_Francisco,SaoFrancR
23,Saskatchewan_Nelson,NelsonR
8,Scandinavia_North_Coast,ScndnvN
36,Scheldt,ScheldtR
16,Scotland,Scotland
46,Seine,SeineR
152,Senegal,SenegalR
178,Sepik,SepikR
170,Shebelli_Juba,ShebJubR
3,Siberia_North_Coast,SiberiaN
4,Siberia_West_Coast,SiberiaW
98,Sinai_Peninsula,SinaiP
138,Sittang,SittaungR
176,Solomon_Islands,SolomonIsl
198,South_Africa_South_Coast,AfrCstS
204,South_Africa_West_Coast,AfrCstSSW
212,South_America_Colorado,ArgColoR
215,South_Argentina_South_Atlantic_Coast,ArgCstS
226,South_Atlantic_Gulf_Basin,UsaCstSE
169,South_Chile_Pacific_Coast,ChileCstS
112,South_China_Sea_Coast,SChinaSea
185,South_Pacific_Islands,NewCaledn
135,Southern_Central_America,CntAmer
60,Spain_Portugal_Atlantic_Coast,IberiaCst
67,Spain_South_and_East_Coast,SpainCstSE
154,Sri_Lanka,SriLanka
40,St_Lawrence,StLwrncR
164,Sulawesi,Sulawesi
163,Sumatra,Sumatra
12,Sweden,Sweden
76,Syr_Darya,SyrDaryaR
71,Tagus,TagusR
103,Taiwan,Taiwan
117,Tapti,TaptiR
85,Tarim_Interior,Tarim
211,Tasmania,Tasmania
230,Tennessee_River_Basin,TennR
225,Texas_Gulf_Coast_Basin,TexasCst
69,Tiber,TiberR
84,Tigris_Euphrates,TigrEuphR
174,Tocantins,TocantinsR
220,Upper_Colorado_River_Basin,UsaColoRN
218,Upper_Mississippi_Basin,MissppRN
38,Ural,UralR
195,Uruguay_Brazil_South_Atlantic_Coast,BrzCstS
126,Viet_Nam_Coast,VietnamCst
18,Volga,VolgaR
160,Volta,VoltaR
30,Wisla,WislaR
108,Xun_Jiang,XunJiang
106,Yangtze,Yangtze
118,Yasai,BengalW
48,Yenisey,YeniseiR
111,Yucatan_Peninsula,YucatanP
188,Zambezi,ZambeziR
77,Ziya_He_Interior,ZiyaHe